Electric Emergency and Disturbance Report - 2015-2020;;;;;;
Month;Date Event Began;Time Event Began;Area Affected;Alert Criteria;Event Type;Number of Customers Affected
August;08/16/2020;8:00 PM;"Texas: Collin County, Dallas County, Denton County, Tarrant County, Ellis County, Kaufman County, Johnson County, Anderson County, Angelina County, Grayson County, Smith County, Wichita County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;300000
August;08/16/2020;3:44 AM;California:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;124266
August;08/16/2020;5:30 PM;California:;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.;Severe Weather;Unknown
August;08/17/2020;8:21 AM;"California: Yuba County;";Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.;Severe Weather;2
August;08/17/2020;3:05 PM;California:;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.;Severe Weather;Unknown
August;08/18/2020;7:00 PM;"California: Kings County;";Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.;Potential Physical Attack;0
August;08/18/2020;2:00 PM;Nevada:;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.;Severe Weather;1400000
August;08/18/2020;9:55 PM;"California: Imperial County;";Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;0
August;08/18/2020;1:30 PM;California:;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.;Severe Weather;Unknown
August;08/18/2020;2:44 PM;"Texas: Culberson County, Reeves County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;238
August;08/18/2020;2:30 PM;Arizona:;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.;Severe Weather;Unknown
August;08/19/2020;1:27 AM;"Ohio: Trumbull County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;16107
August;08/19/2020;2:00 PM;"Arizona: Maricopa County;";Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.;Severe Weather;0
August;08/19/2020;2:00 PM;Nevada:;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.;Severe Weather;1400000
August;08/19/2020;12:00 PM;California:;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.;Severe Weather;Unknown
August;08/20/2020;12:03 AM;Maine:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
August;08/20/2020;9:17 AM;"Mississippi: Jasper County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
August;08/20/2020;3:29 PM;"Nebraska: Custer County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;Unknown
August;08/23/2020;10:12 PM;"West Virginia: Putnam County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Suspicious Activity;0
August;08/23/2020;10:30 AM;Texas panhandle, SE NM;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.;Severe Weather;Unknown
August;08/24/2020;11:00 PM;"Texas: Denton County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Potential Physical Attack;0
August;08/25/2020;2:43 AM;"Colorado: Jefferson County;";Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.;Vandalism;0
August;08/27/2020;5:00 AM;Louisiana:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;50000
August;08/27/2020;7:00 AM;"Louisiana: Rapides Parish;";Complete operational failure or shut-down of the transmission and/or distribution of electrical system.;Severe Weather;Unknown
August;08/27/2020;12:44 PM;Texas:;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.;Severe Weather;Unknown
August;08/27/2020;12:06 PM;Texas:;Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.;Severe Weather;Unknown
August;08/27/2020;7:40 AM;Louisiana: Texas:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;130000
August;08/27/2020;1:15 AM;Texas: Louisiana:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;615992
August;08/27/2020;7:40 AM;Louisiana: Texas:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;47927
August;08/27/2020;12:02 PM;Texas:;Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.;Severe Weather;Unknown
August;08/27/2020;12:29 PM;"Nebraska: Douglas County, Burt County, Washington County, Dodge County, Colfax County, Saunders County, Sarpy County, Cass County, Otoe County, Johnson County, Nemaha County, Pawnee County, Richardson County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
August;08/27/2020;5:11 PM;Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;60687
August;08/27/2020;1:24 PM;"Texas: Montgomery County, Liberty County;";Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.;Severe Weather;Unknown
August;08/27/2020;12:06 PM;Texas:;Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.;Severe Weather;Unknown
August;08/27/2020;6:00 AM;"West Virginia: Putnam County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;Unknown
August;08/27/2020;3:14 AM;"Louisiana: Calcasieu Parish, Beauregard Parish, Iberia Parish, Acadia Parish, Evangeline Parish, Rapides Parish, St. Landry Parish, Vernon Parish;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;Unknown
August;08/28/2020;4:27 PM;Washington: Oregon:;Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.;Severe Weather;0
August;08/28/2020;12:25 AM;Maine:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
August;08/29/2020;3:35 AM;Texas:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;Severe Weather;Unknown
August;08/31/2020;9:00 AM;Washington:;Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
September;09/01/20;1:04 PM;"California: Los Angeles County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
September;09/03/20;1:46 PM;Washington:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;Unknown
September;09/04/20;1:07 AM;"Florida: Pinellas County;";Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;0
September;09/05/20;5:20 PM;California:;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.;Severe Weather;Unknown
September;09/05/20;5:25 PM;"California: Imperial County;";Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.;Severe Weather;20000
September;09/06/20;4:00 PM;Nevada:;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.;Severe Weather;1400000
September;09/06/20;4:30 PM;California:;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.;System Operations;Unknown
September;09/06/20;5:36 PM;Washington: Oregon: California:;Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.;System Operations;0
